source,type,bp_length,phase,gene_id,gene_type,gene_name,level,havana_gene,tag
HAVANA,gene,4225,NA,ENSG00000203791.14,protein_coding,METTL10,2,OTTHUMG00000019217.4,overlapping_locus
HAVANA,gene,2992,NA,ENSG00000165660.7,protein_coding,FAM175B,2,OTTHUMG00000019218.2,NA
HAVANA,gene,5993,NA,ENSG00000019995.6,protein_coding,ZRANB1,2,OTTHUMG00000019223.1,overlapping_locus
HAVANA,gene,10946,NA,ENSG00000175029.16,protein_coding,CTBP2,2,OTTHUMG00000019224.8,ncRNA_host
HAVANA,gene,1308,NA,ENSG00000175018.12,protein_coding,TEX36,1,OTTHUMG00000019229.4,overlapping_locus
HAVANA,gene,7741,NA,ENSG00000107938.17,protein_coding,EDRF1,1,OTTHUMG00000019233.6,NA
HAVANA,gene,1919,NA,ENSG00000154485.4,protein_coding,MMP21,2,OTTHUMG00000019235.1,NA
HAVANA,gene,6643,NA,ENSG00000188690.12,protein_coding,UROS,2,OTTHUMG00000019236.5,NA
HAVANA,gene,4498,NA,ENSG00000107949.16,protein_coding,BCCIP,2,OTTHUMG00000019237.2,NA
HAVANA,gene,3948,NA,ENSG00000089876.11,protein_coding,DHX32,2,OTTHUMG00000019238.3,ncRNA_host
HAVANA,gene,3384,NA,ENSG00000203780.10,protein_coding,FANK1,2,OTTHUMG00000019241.4,NA
HAVANA,gene,9860,NA,ENSG00000148848.14,protein_coding,ADAM12,2,OTTHUMG00000019243.3,ncRNA_host
HAVANA,gene,5255,NA,ENSG00000154493.17,protein_coding,C10orf90,1,OTTHUMG00000019245.6,NA
HAVANA,gene,4407,NA,ENSG00000188916.8,protein_coding,FAM196A,2,OTTHUMG00000019248.2,NA
HAVANA,gene,8142,NA,ENSG00000150760.12,protein_coding,DOCK1,2,OTTHUMG00000019249.4,NA
HAVANA,gene,270,NA,ENSG00000214285.2,protein_coding,NPS,2,OTTHUMG00000188145.2,NA
HAVANA,gene,3217,NA,ENSG00000186766.7,protein_coding,FOXI2,2,OTTHUMG00000019250.2,NA
HAVANA,gene,1152,NA,ENSG00000180745.4,protein_coding,CLRN3,2,OTTHUMG00000019253.1,NA
HAVANA,gene,11235,NA,ENSG00000132334.16,protein_coding,PTPRE,2,OTTHUMG00000019254.3,overlapping_locus
HAVANA,gene,12807,NA,ENSG00000148773.13,protein_coding,MKI67,2,OTTHUMG00000019255.1,NA
HAVANA,gene,3557,NA,ENSG00000170430.9,protein_coding,MGMT,2,OTTHUMG00000019261.3,NA
HAVANA,gene,4623,NA,ENSG00000108001.13,protein_coding,EBF3,2,OTTHUMG00000019265.3,ncRNA_host
HAVANA,gene,3327,NA,ENSG00000237489.3,protein_coding,LINC00959,2,OTTHUMG00000019268.2,overlapping_locus
HAVANA,gene,5173,NA,ENSG00000108010.11,protein_coding,GLRX3,2,OTTHUMG00000019267.4,NA
HAVANA,gene,5258,NA,ENSG00000176769.9,protein_coding,TCERG1L,2,OTTHUMG00000019276.3,NA
HAVANA,gene,7756,NA,ENSG00000175470.18,protein_coding,PPP2R2D,2,OTTHUMG00000019277.4,NA
HAVANA,gene,5325,NA,ENSG00000176171.11,protein_coding,BNIP3,2,OTTHUMG00000019278.3,NA
HAVANA,gene,7608,NA,ENSG00000188385.11,protein_coding,JAKMIP3,2,OTTHUMG00000150167.3,NA
HAVANA,gene,3176,NA,ENSG00000151640.12,protein_coding,DPYSL4,2,OTTHUMG00000019283.2,NA
HAVANA,gene,3543,NA,ENSG00000165752.16,protein_coding,STK32C,2,OTTHUMG00000019285.9,NA
HAVANA,gene,9910,NA,ENSG00000148814.17,protein_coding,LRRC27,2,OTTHUMG00000019284.4,NA
HAVANA,gene,2651,NA,ENSG00000171813.13,protein_coding,PWWP2B,2,OTTHUMG00000019286.4,NA
HAVANA,gene,3706,NA,ENSG00000068383.18,protein_coding,INPP5A,2,OTTHUMG00000019293.5,NA
HAVANA,gene,2675,NA,ENSG00000148826.8,protein_coding,NKX6-2,2,OTTHUMG00000019294.4,NA
HAVANA,gene,10698,NA,ENSG00000171811.13,protein_coding,CFAP46,1,OTTHUMG00000019292.7,NA
HAVANA,gene,6503,NA,ENSG00000197177.15,protein_coding,ADGRA1,1,OTTHUMG00000019304.5,NA
HAVANA,gene,7985,NA,ENSG00000171798.17,protein_coding,KNDC1,2,OTTHUMG00000019303.6,NA
HAVANA,gene,1157,NA,ENSG00000171794.3,protein_coding,UTF1,2,OTTHUMG00000019302.1,NA
HAVANA,gene,2911,NA,ENSG00000151650.7,protein_coding,VENTX,2,OTTHUMG00000019307.4,NA
HAVANA,gene,4780,NA,ENSG00000151651.15,protein_coding,ADAM8,1,OTTHUMG00000019309.6,NA
HAVANA,gene,7697,NA,ENSG00000130640.13,protein_coding,TUBGCP2,2,OTTHUMG00000019319.6,overlapping_locus
HAVANA,gene,2728,NA,ENSG00000198546.14,protein_coding,ZNF511,2,OTTHUMG00000019317.2,overlapping_locus
HAVANA,gene,3010,NA,ENSG00000130643.8,protein_coding,CALY,2,OTTHUMG00000019310.2,NA
HAVANA,gene,1044,NA,ENSG00000283496.1,protein_coding,ZNF511-PRAP1,2,OTTHUMG00000191874.1,overlapping_locus
HAVANA,gene,971,NA,ENSG00000165828.14,protein_coding,PRAP1,2,OTTHUMG00000019312.2,overlapping_locus
HAVANA,gene,1284,NA,ENSG00000148803.11,protein_coding,FUOM,2,OTTHUMG00000019315.3,NA
HAVANA,gene,1617,NA,ENSG00000127884.4,protein_coding,ECHS1,2,OTTHUMG00000019320.1,ncRNA_host
HAVANA,gene,2277,NA,ENSG00000148832.15,protein_coding,PAOX,2,OTTHUMG00000019318.4,overlapping_locus
HAVANA,gene,1605,NA,ENSG00000254536.1,protein_coding,RP11-108K14.8,1,OTTHUMG00000019323.2,overlapping_locus
HAVANA,gene,4095,NA,ENSG00000148824.18,protein_coding,MTG1,2,OTTHUMG00000166564.3,overlapping_locus
HAVANA,gene,3128,NA,ENSG00000203772.7,protein_coding,SPRN,2,OTTHUMG00000019324.2,NA
HAVANA,gene,8015,NA,ENSG00000214279.13,protein_coding,SCART1,2,OTTHUMG00000019326.5,overlapping_locus
HAVANA,gene,9621,NA,ENSG00000130649.9,protein_coding,CYP2E1,2,OTTHUMG00000019322.4,overlapping_locus
HAVANA,gene,4070,NA,ENSG00000171772.15,protein_coding,SYCE1,2,OTTHUMG00000019321.3,NA
HAVANA,gene,2097,NA,ENSG00000225899.7,protein_coding,FRG2B,2,OTTHUMG00000019328.3,NA
HAVANA,gene,431,NA,ENSG00000188076.2,protein_coding,SCGB1C1,2,OTTHUMG00000165539.1,NA
HAVANA,gene,3110,NA,ENSG00000177947.13,protein_coding,ODF3,2,OTTHUMG00000119073.2,NA
HAVANA,gene,3868,NA,ENSG00000177951.17,protein_coding,BET1L,2,OTTHUMG00000119071.4,NA
HAVANA,gene,6685,NA,ENSG00000177963.14,protein_coding,RIC8A,1,OTTHUMG00000119069.7,ncRNA_host
HAVANA,gene,5202,NA,ENSG00000142082.14,protein_coding,SIRT3,1,OTTHUMG00000119074.5,NA
HAVANA,gene,4767,NA,ENSG00000185627.17,protein_coding,PSMD13,2,OTTHUMG00000119072.4,NA
HAVANA,gene,3207,NA,ENSG00000174885.12,protein_coding,NLRP6,2,OTTHUMG00000119070.3,NA
HAVANA,gene,5260,NA,ENSG00000142102.15,protein_coding,PGGHG,1,OTTHUMG00000153218.4,NA
HAVANA,gene,736,NA,ENSG00000206013.2,protein_coding,IFITM5,2,OTTHUMG00000165355.1,NA
HAVANA,gene,1543,NA,ENSG00000185201.16,protein_coding,IFITM2,2,OTTHUMG00000165357.3,overlapping_locus
HAVANA,gene,1080,NA,ENSG00000185885.15,protein_coding,IFITM1,2,OTTHUMG00000165359.2,overlapping_locus
HAVANA,gene,1348,NA,ENSG00000142089.15,protein_coding,IFITM3,1,OTTHUMG00000165542.2,overlapping_locus
HAVANA,gene,3761,NA,ENSG00000182272.11,protein_coding,B4GALNT4,2,OTTHUMG00000119075.3,NA
HAVANA,gene,3787,NA,ENSG00000184363.9,protein_coding,PKP3,2,OTTHUMG00000119068.7,NA
HAVANA,gene,3496,NA,ENSG00000185187.12,protein_coding,SIGIRR,1,OTTHUMG00000165412.5,NA
HAVANA,gene,6207,NA,ENSG00000185101.12,protein_coding,ANO9,2,OTTHUMG00000165446.2,ncRNA_host
HAVANA,gene,6113,NA,ENSG00000174915.11,protein_coding,PTDSS2,2,OTTHUMG00000119087.5,NA
HAVANA,gene,7374,NA,ENSG00000023191.16,protein_coding,RNH1,2,OTTHUMG00000119086.9,NA
HAVANA,gene,1854,NA,ENSG00000174775.16,protein_coding,HRAS,2,OTTHUMG00000131919.8,NA
HAVANA,gene,2769,NA,ENSG00000161328.10,protein_coding,LRRC56,2,OTTHUMG00000132003.1,NA
HAVANA,gene,2934,NA,ENSG00000185522.8,protein_coding,LMNTD2,1,OTTHUMG00000132005.4,NA
HAVANA,gene,2492,NA,ENSG00000099849.14,protein_coding,RASSF7,2,OTTHUMG00000132004.4,NA
HAVANA,gene,5769,NA,ENSG00000070047.11,protein_coding,PHRF1,2,OTTHUMG00000165141.4,NA
HAVANA,gene,2628,NA,ENSG00000185507.19,protein_coding,IRF7,2,OTTHUMG00000132019.3,NA
HAVANA,gene,3873,NA,ENSG00000099834.18,protein_coding,CDHR5,2,OTTHUMG00000132018.5,NA
HAVANA,gene,366,NA,ENSG00000070031.3,protein_coding,SCT,2,OTTHUMG00000133313.4,NA
HAVANA,gene,1477,NA,ENSG00000069696.6,protein_coding,DRD4,2,OTTHUMG00000133312.2,NA
HAVANA,gene,4071,NA,ENSG00000177042.14,protein_coding,TMEM80,1,OTTHUMG00000133307.7,overlapping_locus
HAVANA,gene,4452,NA,ENSG00000177030.16,protein_coding,DEAF1,1,OTTHUMG00000165363.7,NA
HAVANA,gene,5693,NA,ENSG00000177106.14,protein_coding,EPS8L2,1,OTTHUMG00000165165.9,overlapping_locus
HAVANA,gene,3005,NA,ENSG00000177156.10,protein_coding,TALDO1,1,OTTHUMG00000133318.4,NA
HAVANA,gene,5510,NA,ENSG00000177225.16,protein_coding,PDDC1,1,OTTHUMG00000133315.7,NA
HAVANA,gene,1649,NA,ENSG00000184524.5,protein_coding,CEND1,2,OTTHUMG00000133308.2,NA
HAVANA,gene,4647,NA,ENSG00000177542.10,protein_coding,SLC25A22,2,OTTHUMG00000133310.11,NA
HAVANA,gene,1680,NA,ENSG00000274897.2,protein_coding,PANO1,2,OTTHUMG00000189301.2,NA
HAVANA,gene,5869,NA,ENSG00000177595.17,protein_coding,PIDD1,2,OTTHUMG00000133306.3,NA
HAVANA,gene,1955,NA,ENSG00000177600.8,protein_coding,RPLP2,2,OTTHUMG00000133317.4,ncRNA_host
HAVANA,gene,3843,NA,ENSG00000177666.16,protein_coding,PNPLA2,2,OTTHUMG00000133309.4,NA
HAVANA,gene,3913,NA,ENSG00000177685.16,protein_coding,CRACR2B,2,OTTHUMG00000165267.7,NA
HAVANA,gene,3938,NA,ENSG00000177697.17,protein_coding,CD151,1,OTTHUMG00000133311.6,NA
HAVANA,gene,1142,NA,ENSG00000177700.5,protein_coding,POLR2L,2,OTTHUMG00000133316.2,NA
HAVANA,gene,5841,NA,ENSG00000214063.10,protein_coding,TSPAN4,2,OTTHUMG00000133305.6,NA
HAVANA,gene,5984,NA,ENSG00000177830.17,protein_coding,CHID1,2,OTTHUMG00000133314.5,NA
HAVANA,gene,9638,NA,ENSG00000183020.13,protein_coding,AP2A2,1,OTTHUMG00000165627.7,ncRNA_host
HAVANA,gene,8428,NA,ENSG00000184956.15,protein_coding,MUC6,2,OTTHUMG00000165140.4,NA
HAVANA,gene,17448,NA,ENSG00000215182.8,protein_coding,MUC5AC,1,OTTHUMG00000154270.5,NA
HAVANA,gene,18598,NA,ENSG00000117983.17,protein_coding,MUC5B,2,OTTHUMG00000166494.4,ncRNA_host
HAVANA,gene,5983,NA,ENSG00000078902.15,protein_coding,TOLLIP,1,OTTHUMG00000133333.5,NA
HAVANA,gene,6903,NA,ENSG00000174672.15,protein_coding,BRSK2,2,OTTHUMG00000167089.3,NA
HAVANA,gene,4512,NA,ENSG00000182208.13,protein_coding,MOB2,1,OTTHUMG00000165545.2,NA
HAVANA,gene,4616,NA,ENSG00000184545.10,protein_coding,DUSP8,2,OTTHUMG00000133348.4,NA
HAVANA,gene,942,NA,ENSG00000205869.2,protein_coding,KRTAP5-1,2,OTTHUMG00000057557.1,NA
HAVANA,gene,1118,NA,ENSG00000205867.3,protein_coding,KRTAP5-2,2,OTTHUMG00000165547.2,NA
HAVANA,gene,899,NA,ENSG00000196224.7,protein_coding,KRTAP5-3,2,OTTHUMG00000057559.1,NA
HAVANA,gene,1181,NA,ENSG00000241598.5,protein_coding,KRTAP5-4,2,OTTHUMG00000057553.1,NA
HAVANA,gene,933,NA,ENSG00000185940.10,protein_coding,KRTAP5-5,2,OTTHUMG00000057554.1,NA
HAVANA,gene,561,NA,ENSG00000205864.1,protein_coding,KRTAP5-6,2,OTTHUMG00000043932.2,NA
HAVANA,gene,4784,NA,ENSG00000244242.1,protein_coding,IFITM10,1,OTTHUMG00000043933.8,overlapping_locus
HAVANA,gene,4807,NA,ENSG00000250644.3,protein_coding,RP11-295K3.1,1,OTTHUMG00000161994.5,overlapping_locus
HAVANA,gene,3126,NA,ENSG00000117984.13,protein_coding,CTSD,1,OTTHUMG00000044760.23,overlapping_locus
HAVANA,gene,4704,NA,ENSG00000149043.16,protein_coding,SYT8,1,OTTHUMG00000009026.15,NA
HAVANA,gene,1082,NA,ENSG00000130598.15,protein_coding,TNNI2,2,OTTHUMG00000012253.4,NA
HAVANA,gene,3319,NA,ENSG00000283787.1,protein_coding,PRR33,2,OTTHUMG00000191981.1,NA
HAVANA,gene,5399,NA,ENSG00000130592.15,protein_coding,LSP1,1,OTTHUMG00000012252.24,overlapping_locus
HAVANA,gene,2783,NA,ENSG00000130595.17,protein_coding,TNNT3,2,OTTHUMG00000012475.27,NA
HAVANA,gene,2975,NA,ENSG00000214026.10,protein_coding,MRPL23,1,OTTHUMG00000012476.7,NA
HAVANA,gene,6259,NA,ENSG00000167244.18,protein_coding,IGF2,2,OTTHUMG00000009395.11,overlapping_locus
HAVANA,gene,2413,NA,ENSG00000129965.13,protein_coding,INS-IGF2,2,OTTHUMG00000166213.1,overlapping_locus
HAVANA,gene,776,NA,ENSG00000254647.6,protein_coding,INS,2,OTTHUMG00000009558.9,overlapping_locus
HAVANA,gene,3243,NA,ENSG00000180176.14,protein_coding,TH,2,OTTHUMG00000009559.6,NA
HAVANA,gene,1852,NA,ENSG00000183734.4,protein_coding,ASCL2,2,OTTHUMG00000009648.1,NA
HAVANA,gene,4199,NA,ENSG00000110665.11,protein_coding,C11orf21,1,OTTHUMG00000009759.6,NA
HAVANA,gene,3793,NA,ENSG00000064201.15,protein_coding,TSPAN32,2,OTTHUMG00000009762.20,NA
HAVANA,gene,7394,NA,ENSG00000110651.11,protein_coding,CD81,1,OTTHUMG00000009892.7,NA
HAVANA,gene,2659,NA,ENSG00000184281.14,protein_coding,TSSC4,1,OTTHUMG00000009895.7,NA
HAVANA,gene,3962,NA,ENSG00000070985.13,protein_coding,TRPM5,2,OTTHUMG00000009896.2,NA
HAVANA,gene,3971,NA,ENSG00000053918.15,protein_coding,KCNQ1,2,OTTHUMG00000009900.6,overlapping_locus
HAVANA,gene,2586,NA,ENSG00000129757.12,protein_coding,CDKN1C,1,OTTHUMG00000010040.3,NA
HAVANA,gene,1782,NA,ENSG00000254827.5,protein_coding,SLC22A18AS,2,OTTHUMG00000010038.6,NA
HAVANA,gene,5316,NA,ENSG00000110628.13,protein_coding,SLC22A18,2,OTTHUMG00000010037.10,NA
HAVANA,gene,955,NA,ENSG00000181649.5,protein_coding,PHLDA2,2,OTTHUMG00000010926.1,NA
HAVANA,gene,5200,NA,ENSG00000205531.12,protein_coding,"NAP1L4",2,OTTHUMG00000011009.11,ncRNA_host
HAVANA,gene,10037,NA,ENSG00000110619.17,protein_coding,CARS,2,OTTHUMG00000010927.9,ncRNA_host
HAVANA,gene,7466,NA,ENSG00000021762.19,protein_coding,OSBPL5,2,OTTHUMG00000011702.7,NA
HAVANA,gene,870,NA,ENSG00000182170.3,protein_coding,MRGPRG,2,OTTHUMG00000011709.2,NA
HAVANA,gene,1409,NA,ENSG00000184350.9,protein_coding,MRGPRE,2,OTTHUMG00000011708.5,NA
HAVANA,gene,5709,NA,ENSG00000005801.16,protein_coding,ZNF195,1,OTTHUMG00000011694.8,NA
HAVANA,gene,1691,NA,ENSG00000167311.13,protein_coding,ART5,1,OTTHUMG00000011842.5,NA
HAVANA,gene,1467,NA,ENSG00000129744.2,protein_coding,ART1,2,OTTHUMG00000011845.2,NA
HAVANA,gene,2703,NA,ENSG00000129749.3,protein_coding,CHRNA10,1,OTTHUMG00000011844.2,overlapping_locus
HAVANA,gene,9905,NA,ENSG00000110713.15,protein_coding,NUP98,1,OTTHUMG00000011846.6,overlapping_locus
HAVANA,gene,3781,NA,ENSG00000148985.19,protein_coding,PGAP2,1,OTTHUMG00000012238.14,NA
HAVANA,gene,1782,NA,ENSG00000177105.9,protein_coding,RHOG,2,OTTHUMG00000012287.3,retrogene
HAVANA,gene,7130,NA,ENSG00000167323.11,protein_coding,STIM1,1,OTTHUMG00000133360.4,overlapping_locus
HAVANA,gene,4177,NA,ENSG00000167325.14,protein_coding,RRM1,2,OTTHUMG00000133361.4,NA
HAVANA,gene,585,NA,ENSG00000284018.1,protein_coding,SSU72P5,2,OTTHUMG00000165695.2,retrogene
HAVANA,gene,585,NA,ENSG00000284306.1,protein_coding,SSU72P2,2,OTTHUMG00000165696.2,retrogene
HAVANA,gene,585,NA,ENSG00000283873.1,protein_coding,SSU72P4,2,OTTHUMG00000165698.3,retrogene
HAVANA,gene,585,NA,ENSG00000284546.1,protein_coding,SSU72P3,2,OTTHUMG00000165699.2,retrogene
HAVANA,gene,585,NA,ENSG00000284438.1,protein_coding,SSU72P7,2,OTTHUMG00000165700.2,retrogene
HAVANA,gene,1929,NA,ENSG00000132109.9,protein_coding,TRIM21,1,OTTHUMG00000165701.1,NA
HAVANA,gene,1067,NA,ENSG00000181963.5,protein_coding,OR52K2,2,OTTHUMG00000165703.1,NA
HAVANA,gene,1030,NA,ENSG00000196778.2,protein_coding,OR52K1,2,OTTHUMG00000165705.1,NA
HAVANA,gene,954,NA,ENSG00000197790.1,protein_coding,OR52M1,2,OTTHUMG00000165706.2,NA
HAVANA,gene,654,NA,ENSG00000171987.1,protein_coding,C11orf40,2,OTTHUMG00000165345.3,NA
HAVANA,gene,1115,NA,ENSG00000226288.1,protein_coding,OR52I2,2,OTTHUMG00000165721.1,NA
HAVANA,gene,1050,NA,ENSG00000232268.5,protein_coding,OR52I1,2,OTTHUMG00000165722.3,NA
HAVANA,gene,4282,NA,ENSG00000167333.12,protein_coding,TRIM68,1,OTTHUMG00000165723.2,NA
HAVANA,gene,1124,NA,ENSG00000197428.2,protein_coding,OR51D1,2,OTTHUMG00000165724.1,NA
HAVANA,gene,3614,NA,ENSG00000180785.8,protein_coding,OR51E1,1,OTTHUMG00000157024.2,NA
HAVANA,gene,2872,NA,ENSG00000167332.7,protein_coding,OR51E2,2,OTTHUMG00000133362.5,overlapping_locus
HAVANA,gene,1029,NA,ENSG00000176925.6,protein_coding,OR51F2,2,OTTHUMG00000066508.2,overlapping_locus
HAVANA,gene,972,NA,ENSG00000176922.3,protein_coding,OR51S1,2,OTTHUMG00000066506.2,NA
HAVANA,gene,909,NA,ENSG00000176904.1,protein_coding,OR51H1,2,OTTHUMG00000066512.2,NA
HAVANA,gene,1065,NA,ENSG00000176900.2,protein_coding,OR51T1,2,OTTHUMG00000066507.2,overlapping_locus
HAVANA,gene,939,NA,ENSG00000176895.8,protein_coding,OR51A7,2,OTTHUMG00000066502.2,overlapping_locus
HAVANA,gene,945,NA,ENSG00000176893.4,protein_coding,OR51G2,2,OTTHUMG00000066501.2,NA
HAVANA,gene,942,NA,ENSG00000205497.3,protein_coding,OR51A4,2,OTTHUMG00000066614.2,NA
HAVANA,gene,942,NA,ENSG00000205496.1,protein_coding,OR51A2,2,OTTHUMG00000066602.2,NA
HAVANA,gene,1308,NA,ENSG00000167346.7,protein_coding,MMP26,2,OTTHUMG00000066442.4,overlapping_locus
HAVANA,gene,948,NA,ENSG00000176798.1,protein_coding,OR51L1,2,OTTHUMG00000066605.2,NA
HAVANA,gene,936,NA,ENSG00000205495.1,protein_coding,OR52J3,2,OTTHUMG00000066600.3,NA
HAVANA,gene,978,NA,ENSG00000176787.2,protein_coding,OR52E2,2,OTTHUMG00000066608.2,NA
HAVANA,gene,951,NA,ENSG00000171944.1,protein_coding,OR52A5,2,OTTHUMG00000066616.2,NA
HAVANA,gene,1779,NA,ENSG00000182070.4,protein_coding,OR52A1,2,OTTHUMG00000066603.2,overlapping_locus
HAVANA,gene,966,NA,ENSG00000176742.1,protein_coding,OR51V1,2,OTTHUMG00000066671.2,NA
HAVANA,gene,1179,NA,ENSG00000244734.3,protein_coding,HBB,2,OTTHUMG00000066678.5,NA
HAVANA,gene,1062,NA,ENSG00000223609.7,protein_coding,HBD,1,OTTHUMG00000066674.3,NA
HAVANA,gene,808,NA,ENSG00000213934.6,protein_coding,HBG1,2,OTTHUMG00000066681.2,NA
HAVANA,gene,983,NA,ENSG00000183251.3,protein_coding,OR51B4,2,OTTHUMG00000066665.4,overlapping_locus
HAVANA,gene,939,NA,ENSG00000242180.3,protein_coding,OR51B5,2,OTTHUMG00000066676.2,overlapping_locus
HAVANA,gene,939,NA,ENSG00000176239.7,protein_coding,OR51B6,2,OTTHUMG00000066669.2,NA
HAVANA,gene,981,NA,ENSG00000184698.4,protein_coding,OR51M1,2,OTTHUMG00000066680.2,NA
HAVANA,gene,951,NA,ENSG00000184321.1,protein_coding,OR51J1,2,OTTHUMG00000066666.2,NA
HAVANA,gene,1096,NA,ENSG00000167360.4,protein_coding,OR51Q1,2,OTTHUMG00000066896.2,NA
HAVANA,gene,945,NA,ENSG00000167359.8,protein_coding,OR51I1,2,OTTHUMG00000066908.2,overlapping_locus
HAVANA,gene,939,NA,ENSG00000187918.4,protein_coding,OR51I2,2,OTTHUMG00000066902.2,NA
HAVANA,gene,1065,NA,ENSG00000181609.5,protein_coding,OR52D1,2,OTTHUMG00000066895.2,NA
HAVANA,gene,928,NA,ENSG00000213931.5,protein_coding,HBE1,2,OTTHUMG00000066675.5,overlapping_locus
HAVANA,gene,2440,NA,ENSG00000175520.8,protein_coding,UBQLN3,2,OTTHUMG00000066886.3,retrogene
HAVANA,gene,2313,NA,ENSG00000175518.6,protein_coding,UBQLNL,2,OTTHUMG00000066903.2,retrogene
HAVANA,gene,963,NA,ENSG00000181616.8,protein_coding,OR52H1,2,OTTHUMG00000066909.2,overlapping_locus
HAVANA,gene,1008,NA,ENSG00000187747.2,protein_coding,OR52B6,2,OTTHUMG00000066906.2,NA
HAVANA,gene,3947,NA,ENSG00000121236.20,protein_coding,TRIM6,1,OTTHUMG00000150029.7,overlapping_locus
HAVANA,gene,2690,NA,ENSG00000258659.6,protein_coding,TRIM34,2,OTTHUMG00000066892.3,overlapping_locus
HAVANA,gene,3391,NA,ENSG00000258588.3,protein_coding,TRIM6-TRIM34,2,OTTHUMG00000066899.4,overlapping_locus
HAVANA,gene,2027,NA,ENSG00000196565.13,protein_coding,HBG2,2,OTTHUMG00000066673.7,overlapping_locus
HAVANA,gene,6020,NA,ENSG00000132274.15,protein_coding,TRIM22,1,OTTHUMG00000066904.5,overlapping_locus
HAVANA,gene,975,NA,ENSG00000181023.6,protein_coding,OR56B1,2,OTTHUMG00000066891.3,overlapping_locus
HAVANA,gene,1037,NA,ENSG00000181074.3,protein_coding,OR52N4,2,OTTHUMG00000066887.2,NA
HAVANA,gene,1034,NA,ENSG00000181009.4,protein_coding,OR52N5,2,OTTHUMG00000168799.1,overlapping_locus
HAVANA,gene,963,NA,ENSG00000181001.1,protein_coding,OR52N1,2,OTTHUMG00000168800.2,overlapping_locus
HAVANA,gene,1035,NA,ENSG00000180988.2,protein_coding,OR52N2,2,OTTHUMG00000168801.1,NA
HAVANA,gene,982,NA,ENSG00000205409.3,protein_coding,OR52E6,2,OTTHUMG00000168802.1,overlapping_locus
HAVANA,gene,1061,NA,ENSG00000183269.5,protein_coding,OR52E8,2,OTTHUMG00000168803.1,overlapping_locus
HAVANA,gene,1030,NA,ENSG00000180974.3,protein_coding,OR52E4,2,OTTHUMG00000168804.1,NA
HAVANA,gene,1314,NA,ENSG00000277932.1,protein_coding,OR52E5,2,OTTHUMG00000187075.1,NA
HAVANA,gene,4804,NA,ENSG00000132256.18,protein_coding,TRIM5,2,OTTHUMG00000066893.8,overlapping_locus
HAVANA,gene,1022,NA,ENSG00000184478.6,protein_coding,OR56A3,2,OTTHUMG00000165373.1,NA
HAVANA,gene,946,NA,ENSG00000188691.5,protein_coding,OR56A5,2,OTTHUMG00000165730.3,NA
HAVANA,gene,1094,NA,ENSG00000183313.4,protein_coding,OR52L1,2,OTTHUMG00000165374.2,NA
HAVANA,gene,1209,NA,ENSG00000183389.4,protein_coding,OR56A4,2,OTTHUMG00000165376.2,NA
HAVANA,gene,1071,NA,ENSG00000180934.5,protein_coding,OR56A1,2,OTTHUMG00000165377.2,NA
HAVANA,gene,1152,NA,ENSG00000180919.3,protein_coding,OR56B4,2,OTTHUMG00000165531.1,NA
HAVANA,gene,1079,NA,ENSG00000255307.1,protein_coding,OR52B2,2,OTTHUMG00000165732.1,overlapping_locus
HAVANA,gene,1114,NA,ENSG00000175485.2,protein_coding,OR52W1,2,OTTHUMG00000165378.1,NA
HAVANA,gene,1142,NA,ENSG00000180878.2,protein_coding,C11orf42,2,OTTHUMG00000133377.2,NA
HAVANA,gene,4736,NA,ENSG00000051009.10,protein_coding,FAM160A2,2,OTTHUMG00000133379.2,NA
HAVANA,gene,2167,NA,ENSG00000132259.12,protein_coding,CNGA4,1,OTTHUMG00000165379.2,NA
HAVANA,gene,2655,NA,ENSG00000110148.9,protein_coding,CCKBR,1,OTTHUMG00000133380.3,NA
HAVANA,gene,1672,NA,ENSG00000170955.9,protein_coding,PRKCDBP,1,OTTHUMG00000133378.3,NA
HAVANA,gene,2750,NA,ENSG00000166311.9,protein_coding,SMPD1,1,OTTHUMG00000165453.6,NA
HAVANA,gene,5244,NA,ENSG00000166313.18,protein_coding,APBB1,1,OTTHUMG00000165454.6,NA
HAVANA,gene,3631,NA,ENSG00000110169.10,protein_coding,HPX,1,OTTHUMG00000133399.3,NA
HAVANA,gene,6751,NA,ENSG00000110171.19,protein_coding,TRIM3,1,OTTHUMG00000133405.4,NA
HAVANA,gene,5312,NA,ENSG00000132254.12,protein_coding,ARFIP2,2,OTTHUMG00000133406.6,NA
HAVANA,gene,3041,NA,ENSG00000132286.11,protein_coding,TIMM10B,2,OTTHUMG00000179826.1,overlapping_locus
HAVANA,gene,884,NA,ENSG00000283977.1,protein_coding,CTD-2010I16.2,2,OTTHUMG00000133400.3,overlapping_locus
HAVANA,gene,19629,NA,ENSG00000179532.12,protein_coding,DNHD1,1,OTTHUMG00000133403.6,overlapping_locus
HAVANA,gene,6922,NA,ENSG00000132275.10,protein_coding,RRP8,1,OTTHUMG00000165503.1,NA
HAVANA,gene,3484,NA,ENSG00000166333.13,protein_coding,ILK,1,OTTHUMG00000133407.5,NA
HAVANA,gene,6103,NA,ENSG00000166337.9,protein_coding,TAF10,2,OTTHUMG00000133402.4,overlapping_locus
HAVANA,gene,4901,NA,ENSG00000166340.15,protein_coding,TPP1,2,OTTHUMG00000133404.5,NA
HAVANA,gene,10765,NA,ENSG00000166341.7,protein_coding,DCHS1,2,OTTHUMG00000133398.3,NA
